idx,id,category,mention,ref,base,pred,base_has,nbest6_has,nbest10_has,context_rank,prompt_rank,kws_rank,kws_score,base_d,pred_d,nbest_top6
342,342,kws_context_missing,马来,十四日开宝马来上班重庆晨报记者罗伟雷罗伟雷键摄,14日开宝宝来上班 重庆晨报 记者 罗伟雷罗偉雷建设,十四日开宝宝来上班重庆晨报记者罗伟雷罗伟雷建设,False,False,False,,,,,6,3,14日开宝宝来上班 重庆晨报 记者 罗伟雷罗偉雷建设 || 十四日 开宝宝来上班 重庆晨报 记者 罗伟雷罗 伟 雷 建 社 || 14日开宝宝来上班 重庆晨报 记者 罗伟雷 || 14日开宝宝来上班 重庆晨报 记者 罗伟雷罗维雷建设 || 14日开宝宝来上班 重庆晨报 记者 罗伟雷罗维雷建社 || 十四日 开宝宝来上班 重庆晨报 记者 罗伟雷罗为雷建设
343,343,covo_lost_base_hotword,王亦菲,制图黄欣晨报记者佟继萍王亦菲实习生张诗欢,智图 黄欣 陈报记者 佟继萍 王亦菲 世袭生 张诗欢,制图黄欣晨报记者佟继萍实习生张诗欢,True,True,True,3,3,3,0.959889,4,3,智图 黄欣 陈报记者 佟继萍 王亦菲 世袭生 张诗欢 || 智图 黄欣 陈报记者 佟继萍 王亦菲 施习生 张诗欢 || 智图 黄欣 陈豹记者 佟继萍 王亦菲 世袭生 张诗欢 || 智图 黄欣 陈豹记者 佟继萍 王亦菲 施习生 张诗欢 || 智图 黄欣 陈报记者 佟继萍 王亦菲 实习生 张诗欢 || 智图 黄欣 陈报记者 佟继萍 王亦菲 施希生 张诗欢
372,372,covo_lost_base_hotword,大分港,目前正在根据海事部门的要求开往盐城大分港,目前正在根据海事部门的要求开网严惩大分港,目前正在根据海事部门的要求开往盐城大丰港,True,True,True,1,1,1,0.967803,3,1,目前正在根据海事部门的要求开网严惩大分港 || 目前正在根据海事部门的要求开网延程大分港 || 目前正在根据海事部门的要求开往延程大分港 || 目前正在根据海事部门的要求开往盐城大分港 || 目前正在根据海事部门的要求开往沿城大分港 || 目前正在根据海事部门的要求开往严惩大分港
411,411,covo_failed_with_nbest6,弗菜戈,意大利选手弗菜戈也说我们在来里约之前,意大利選手福塞戈也說我們在來里約之前,意大利选手福塞戈也说我们在来里约之前,False,True,True,1,1,1,0.999857,7,2,"意大利選手福塞戈也說我們在來里約之前 || 意大利选手弗菜戈也说,我们在来里约之前, || 意大利選手弗塞戈也說我們在來里約之前 || 意大利選手福塞戈也說我們在萊里約之前 || 意大利選手弗塞戈也說我們在萊里約之前 || 義大利選手福塞戈也說我們在來里約之前"
417,417,candidate_generation_missing,郑嘉颖,亮点正是与陈凯琳互相了解中郑嘉颖也有出席,亮点正是与陈凯琳互相了解中郑嘉宜也有出息,亮点正是与陈凯琳互相了解中郑嘉仪也有出息,False,False,False,8,,8,0.794869,2,2,亮点正是与陈凯琳互相了解中郑嘉宜也有出息 || 亮点正是与陈凯琳互相了解中郑佳怡也有出息 || 亮点正是与陈凯琳互相了解中郑嘉怡也有出息 || 亮点正是与陈凯琳互相了解中郑佳仪也有出息 || 亮点正是与陈恺林互相了解中郑嘉宜也有出息 || 亮点正是与陈恺霖互相了解中郑嘉宜也有出息
430,430,candidate_generation_missing,嵩山,关于中国嵩山少林寺方丈齐永信的举报风波尚未停歇,關於中國東山少林寺方丈齊永信的舉報風波尚未停歇,关于中国东山少林寺方丈齐永信的举报风波尚未停歇,False,False,False,1,1,1,0.450631,8,1,關於中國東山少林寺方丈齊永信的舉報風波尚未停歇 || 關於中國東山少林寺方丈其勇信的舉報風波尚未停歇 || 關於中國東山少林寺方丈齊永信舉報風波尚未停歇 || 關於中國東山少林寺方丈其永信的舉報風波尚未停歇 || 關於中國東山少林寺方丈齊詠信的舉報風波尚未停歇 || 關於中國東山少林寺方丈齊勇信的舉報風波尚未停歇
452,452,covo_lost_base_hotword,瓯文,本报讯记者范跃红通讯员瓯文为了卖相好,本报讯记者范跃红通讯员瓯文为了卖相好,本报讯记者范跃红通讯员欧文为了卖相好,True,True,True,2,2,2,0.980208,0,1,本报讯记者范跃红通讯员瓯文为了卖相好 || 本报宣记者范跃红通讯员欧文为了卖相好 || 本报信记者范跃红通讯员欧文为了卖相好 || 本报讯记者范玉红通讯员欧文为了卖相好 || 本报讯记者范月红通讯员欧文为了卖相好 || 本报宣记者范玉红通讯员欧文为了卖相好
453,453,covo_lost_base_hotword,虞一杰,浙江温州乐清七五岁的企业家虞一杰退休之后,浙江温州热情75岁的企业家虞一杰退休之后,浙江温州乐清七十五岁的企业家馀一杰退休之后,True,True,True,1,1,1,0.994578,4,2,浙江温州热情75岁的企业家虞一杰退休之后 || 浙江温州热情期五岁的企业家于一杰退休之后 || 浙江温州乐青75岁的企业家于一杰退休之后 || 浙江温州热情75岁的企业家余一杰退休之后 || 浙江温州热情95岁的企业家于一杰退休之后 || 浙江温州乐清75岁的企业家于一杰退休之后
457,457,covo_lost_base_hotword,张淑侠,继陕西富平妇产科医生张淑侠因贩卖婴儿被判刑之后,继陕西府贫富产科医生张淑侠一贩卖婴儿被判刑之后,继陕西富平复产科医生张淑霞因贩卖婴儿被判刑之后,True,True,True,1,1,1,0.901399,4,2,继陕西府贫富产科医生张淑侠一贩卖婴儿被判刑之后 || 继陕西赴贫富产科医生张淑侠一贩卖婴儿被判刑之后 || 继陕西赋贫富产科医生张淑侠一贩卖婴儿被判刑之后 || 继陕西腹贫富产科医生张淑侠一贩卖婴儿被判刑之后 || 继陕西赴平复产科医生张淑侠一贩卖婴儿被判刑之后 || 继陕西富贫富产科医生张淑侠一贩卖婴儿被判刑之后
486,486,candidate_generation_missing,许胚,广州日报社记者许胚日前,广东日报社记者徐培日前,广州日报记者徐培日前,False,False,False,5,,5,0.434620,3,3,广东日报社记者徐培日前 || 广州日报社记者徐培日前 || 广州日报社记者徐佩日前 || 广州日报社记者徐沛日前 || 广州日报社记者徐霈日前 || 广州日报社记者徐配日前
494,494,covo_lost_base_hotword,莒溪大峡谷,温州一四岁少年小温迷失莒溪大峡谷,溫州一四歲少年小溫迷失莒溪大峡谷,温州一十四岁少年小温迷失缙溪大峡谷,True,True,True,1,1,1,0.995004,3,2,溫州一四歲少年小溫迷失莒溪大峡谷 || 温州一四岁少年小温迷失旅西大峡谷 || 温州一四岁少年小温迷失旅席大峡谷 || 温州一四岁少年小温迷失缕溪大峡谷 || 汶州一四岁少年小温迷失绿溪大峡谷 || 溫州一四歲少年小溫迷失綠溪大峡谷
516,516,covo_lost_base_hotword,哈立,哈立以争议性的点数优势宣告获胜,哈立以争议性的点数优势宣告获胜,哈利以争议性的点数优势宣告获胜,True,True,True,1,1,1,0.988326,0,1,哈立以争议性的点数优势宣告获胜 || 哈立以争议性点数优势宣告获胜 || 哈利以争议性的点数优势宣告获胜 || 哈利以争议性点数优势宣告获胜 || 哈里以争议性的点数优势宣告获胜 || 哈力以争议性的点数优势宣告获胜
521,521,covo_lost_base_hotword,雅桑克莱,经验丰富的雅桑克莱开始刻意放缓节奏,经验丰富的雅桑克莱开始刻意放缓节奏,经验丰富的亚桑克莱开始刻意放缓节奏,True,True,True,1,1,1,0.998906,0,1,经验丰富的雅桑克莱开始刻意放缓节奏 || 惊艳丰富的雅桑克莱开始刻意放缓节奏 || 经验丰富的亚桑克莱开始刻意放缓节奏 || 经验丰富的亚尔桑克莱开始刻意放缓节奏 || 经验丰富的亚藏克莱开始刻意放缓节奏 || 经验丰富的亚斯桑克莱开始刻意放缓节奏
530,530,covo_lost_base_hotword,麻丽贤,麻丽贤等一七位志愿者将远赴非洲支教,麻丽贤等17位志愿者将远赴非洲支教,麻立贤等十七位志愿者将远赴非洲支教,True,True,True,1,1,1,0.998070,2,2,麻丽贤等17位志愿者将远赴非洲支教 || 麻丽贤等17位志愿者将远赴非洲执教 || 麻丽贤等17位志愿者将远赴非洲之教 || 麻丽贤等17位志愿者将远赴非洲治疗 || 麻丽贤等一期位志愿者将远赴非洲执教 || 麻丽贤等一期位志愿者将远赴非洲支教
546,546,covo_lost_base_hotword,邬迪,乌云网合伙人邬迪接受第一财经日报记者采访时称,乌云网合伙人邬迪接受第一财经日报记者采访时称,乌云网合伙人吴迪接受第一财经日报记者采访时称,True,True,True,1,1,1,0.979704,0,1,乌云网合伙人邬迪接受第一财经日报记者采访时称 || 乌云网合伙人无敌接受第一财经日报记者采访时称 || 乌云网合伙人吴迪接受第1财经日报记者采访时称 || 乌云网合伙人乌迪接受第一财经日报记者采访时称 || 乌云网合伙人伍迪接受第一财经日报记者采访时称 || 污云网合伙人吴迪接受第一财经日报记者采访时称
557,557,candidate_generation_missing,黄煜坤,黄煜坤被警方送到附近医院接受检查,黄立坤被警方送到附近医院接受检查,黄立昆被警方送到附近医院接受检查,False,False,False,1,1,1,0.999436,1,2,黄立坤被警方送到附近医院接受检查 || 黄立坤被警方送到附近的医院接受检查。 || 黄立坤被警方送去附近医院接受检查。 || 王立坤被警方送到附近医院接受检查。 || 皇立坤被警方送到附近医院接受检查。 || 黄立宫被警方送到附近医院接受检查。
578,578,candidate_generation_missing,彼得,欧米茄计时管理委员会成员彼得许尔泽勒介绍说,歐米協計時管理委員會成員皮特許爾澤勒介紹說,欧米计时管理委员会成员皮特许尔泽勒介绍说,False,False,False,2,2,2,0.851673,14,3,歐米協計時管理委員會成員皮特許爾澤勒介紹說 || 歐米協計時管理委員會成員皮特許爾澤勒介紹 || 歐米切記時管理委員會成員皮特許爾澤勒介紹說 || 歐米協議時管理委員會成員皮特許爾澤勒介紹說 || 歐米協計師管理委員會成員皮特許爾澤勒介紹說 || 歐米協計時管理委員會成員皮特許爾澤樂介紹說
611,611,candidate_generation_missing,刘庆红,而十公里女子组由刘庆红以三十四分十秒夺得冠军,而10公里女子组由刘秀红以34分10秒夺得冠军,而十公里女子组由刘秀红以三十四分一零秒夺得冠军,False,False,False,1,1,1,0.997051,8,3,而10公里女子组由刘秀红以34分10秒夺得冠军 || 而10公里女子组由刘秋红以34分10秒夺得冠军 || 而10公里女子组由刘秋虹以34分10秒夺得冠军 || 而十公里女子组由刘秀红以34分10秒夺得冠军 || 而十公里女子组由刘秋红以34分10秒夺得冠军 || 而十公里女子组由刘秋虹以34分10秒夺得冠军
616,616,covo_lost_base_hotword,黄立坤,二十七日深夜终于在云林县一家废弃空屋中救出了黄立坤,27日深夜终于在云林县一家废弃空屋中救出了黄立坤,二七日深夜终于在云林县一家废弃空屋中救出了黄立昆,True,True,True,1,1,1,0.999610,3,2,27日深夜终于在云林县一家废弃空屋中救出了黄立坤 || 27日深夜终于在云林县一家废弃坑屋中救出了黄立坤 || 27日深夜终于在云林县一家废弃空屋中救出黄立坤 || 27日深夜终于在云林县一家废弃坤屋中救出了黄立坤 || 27日深夜终于在云林县一家废弃空屋中救出了黄力坤 || 27日深夜终于在云宁县一家废弃空屋中救出了黄力坤。
617,617,covo_lost_base_hotword,上海迪尼士,港报评上海迪尼士不意味着香港迪尼士的没落,港豹屏上海迪尼士 不意味着香港迪尼士的没落,港报评上海迪士尼不意味香港迪士尼的没落,True,True,True,2,2,2,0.956325,2,5,港豹屏上海迪尼士 不意味着香港迪尼士的没落 || 港暴屏上海迪尼士 不意味着香港迪泥士的没落 || 港報評上海迪尼士不意味著香港迪泥士的沒落 || 港豹屏上海迪尼士 不意味著香港迪泥士的沒落 || 港暴屏上海迪尼士 不意味著香港迪泥士的沒落 || 港報屏上海迪尼士 不意味著香港迪泥士的沒落
617,617,covo_lost_base_hotword,香港迪尼士,港报评上海迪尼士不意味着香港迪尼士的没落,港豹屏上海迪尼士 不意味着香港迪尼士的没落,港报评上海迪士尼不意味香港迪士尼的没落,True,True,True,1,1,1,0.999979,2,5,港豹屏上海迪尼士 不意味着香港迪尼士的没落 || 港暴屏上海迪尼士 不意味着香港迪泥士的没落 || 港報評上海迪尼士不意味著香港迪泥士的沒落 || 港豹屏上海迪尼士 不意味著香港迪泥士的沒落 || 港暴屏上海迪尼士 不意味著香港迪泥士的沒落 || 港報屏上海迪尼士 不意味著香港迪泥士的沒落
623,623,covo_lost_base_hotword,赵书伶,现代快报记者赵书伶,现代快报记者赵书伶 赵继宏,现代快报记者赵书林,True,True,True,1,1,1,0.999999,3,1,现代快报记者赵书伶 赵继宏 || 现代快报记者赵书伶 || 现代快报记者赵书林 赵继宏 || 现代快报记者赵书林 || 现代快报记者赵树龄 || 现代快报记者赵书龄
628,628,kws_context_missing,苹果,苹果将引入这样一套顾客接待系统,中国将引入这样一套顾客接待系统,中国将引入这样一套顾客接待系统,False,False,False,,,,,2,2,中国将引入这样一套顾客接待系统 || 中国将引入这一套顾客接待系统 || 中国将引入一套顾客接待系统 || 中国将引入这样的一套顾客接待系统 || 中国将引入这样一套购客接待系统 || 中国将引入这样一套顾客接待的系统
660,660,covo_lost_base_hotword,付敬懿,中新网成都九月十五日电付敬懿十五日,钟欣 往成都9月15日电付敬懿15日,钟欣往成都九月十五日殿赴敬懿十五日,True,True,True,2,2,2,0.957621,8,5,"钟欣 往成都9月15日电付敬懿15日 || 钟欣往成都九月十五日,颠覆敬懿时五日。 || 钟欣 往成都九月十五日 颠覆敬懿十五 日 || 钟欣 往成都九月十五日殿附敬懿十五 日 || 钟欣 往成都九月十五日殿附敬懿时五日 || 钟欣 往成都九月十五日殿赴敬懿十五 日"
672,672,covo_lost_base_hotword,京汇佳律师事务所,京汇佳律师事务所律师邱宝昌表示,京汇佳律师事务所 历史 邱宝昌表示,京徽佳律师事务所律师邱宝昌表示,True,True,True,1,1,1,1.000000,2,1,京汇佳律师事务所 历史 邱宝昌表示 || 京汇佳律师事务所 旅师邱宝昌表示 || 京汇佳律师事务所 历师邱宝昌表示 || 京汇佳律师事务所 厉师邱宝昌表示 || 京汇佳律师事务所 率师邱宝昌表示 || 京汇佳律师事务所 邱宝昌表示
676,676,covo_failed_with_nbest6,海珠湖公园,记者回访海珠湖公园发现,記者回訪珠海湖公園發現,记者回访珠海湖公园发现,False,True,True,1,1,1,0.998154,7,2,記者回訪珠海湖公園發現 || 记者回访珠海湖公园发现﹚海珠湖公园的环境 || 汽车回访珠海湖公园发现 || 汽车回访了珠海湖公园发现 || 記者回訪了珠海湖公園發現 || 企者回访珠海湖公园发现
693,693,candidate_generation_missing,柯振东,柯振东入狱期间的囚服都能在淘宝上热卖,柯震东入狱期间的囚服都能在淘宝上热卖,柯震东入狱期间的囚服都能在淘宝上热卖,False,False,False,2,2,2,0.999856,1,1,柯震东入狱期间的囚服都能在淘宝上热卖 || 柯震东入狱期间的求福都能在淘宝上热卖 || 柯震东入狱期间的裘福都能在淘宝上热卖 || 柯震东入狱期间的裘扶都能在淘宝上热卖 || 柯震东入狱期间的囚符都能在淘宝上热卖 || 柯震东入狱期间的囚俘都能在淘宝上热卖
712,712,candidate_generation_missing,晋吉岛,游客晋吉岛乘船颠骨折诉旅社索赔二零馀万元,游客经济岛城庄丁古哲速旅社所赔20余万元,游客经济岛城庄丁古厝宿旅社索赔二零馀万元,False,False,False,4,,4,0.413511,12,8,游客经济岛城庄丁古哲速旅社所赔20余万元 || 游客经济岛城床丁古哲速旅社所赔20余万元 || 游客经济岛城庄丁古哲速旅社所赔二零余万元 || 游客经济岛城床丁古哲速旅社所赔二零余万元 || 游客经济岛城庄丁古哲苏旅社所赔20余万元 || 游客经济岛城庄丁古哲宿旅社所赔20余万元
713,713,covo_lost_base_hotword,晋吉岛,崔先生带家人随团前往泰国晋吉岛游玩,崔先生带家人随团前往泰国晋吉岛游玩,崔先生带家人随团前往泰国普吉岛游玩,True,True,True,1,1,1,0.978864,0,1,崔先生带家人随团前往泰国晋吉岛游玩 || 崔先生带家人随团前往泰国经济到游 || 崔先生带家人随团前往泰国经济的游玩 || 崔先生带家人随团前往泰国经济的游往 || 崔先生带家人随团前往泰国经济到游玩 || 崔先生带家人随团前往泰国荆棘岛游玩
715,715,kws_context_missing,林斐然,新京报讯记者林斐然近日,新京报讯记者林文竟然近日,新京报讯记者林文健然近日,False,False,False,,,,,2,2,新京报讯记者林文竟然近日 || 新京报讯记者林文坚然近日 || 新京报讯记者林文健然近日 || 新京报讯记者林文渐然近日 || 新京报讯记者林文简然近日 || 新京报讯记者林文健人近日
736,736,kws_context_missing,银联,首先银联和苹果的合作谈判不会顺利,首先以联合苹果的合作谈判不会顺利,首先与联合苹果的合作谈判不会顺利,False,False,False,,,,,2,2,首先以联合苹果的合作谈判不会顺利 || 首先一联合苹果的合作谈判不会顺利 || 首先因联合苹果的合作谈判不会顺利 || 首先与联合苹果的合作谈判不会顺利 || 首先一年和苹果的合作谈判不会顺利 || 首先依联合苹果的合作谈判不会顺利
759,759,kws_context_missing,龟趺,游客骑着明孝陵驮碑龟趺拍照市民大煞风景,游客骑着明孝陵驮碑归贴拍照市民大厦风景,游客骑着明孝陵驮碑龟贴拍照市民大厦风景,False,False,False,,,,,3,2,游客骑着明孝陵驮碑归贴拍照市民大厦风景 || 游客骑着明孝陵驮碑龟贴拍照市民大厦风景 || 游客骑着明孝陵驮碑归拍照市民大厦风景 || 游客骑着明孝陵驮碑龟拍照市民大厦风景 || 游客骑着明孝陵驮碑龟切拍照市民大厦风景 || 游客骑着明孝陵 驮碑 规贴拍照市民大厦风景
760,760,kws_context_missing,龟趺,游客骑在龟趺身上报料人供图,尤克耳其在龟铁身上抱了人共图,游客骑在龟铁身上抱了人共图,False,False,False,,,,,8,4,尤克耳其在龟铁身上抱了人共图 || 游客骑在龟铁身上抱了人共图 || 尤克耳其在跪帖身上报了人共图 || 尤克耳其在跪帖身上抱了人共图 || 尤克在龟铁身上抱了人共图 || 尤克在跪帖身上抱了人共图
761,761,kws_context_missing,贵港,贵港民警追凶未言弃嫌犯一五年后落法网,贵州民警追凶魏延弃嫌犯15年后落罚网,贵州民警追凶胃炎气嫌犯十五年后落法网,False,False,False,,,,,6,5,贵州民警追凶魏延弃嫌犯15年后落罚网 || 贵州民警追凶魏延弃嫌犯15年后落伐网 || 贵州民警追凶魏延气嫌犯15年后落罚网 || 贵州民警追凶魏延起嫌犯15年后落罚网 || 贵州民警追凶魏延契嫌犯15年后落罚网 || 贵州民警追凶胃炎气嫌犯15年后落罚网
763,763,covo_lost_base_hotword,钟欣,凶手被抓捕归案钟欣摄,凶手被抓捕归案钟欣涉,凶手被抓捕归案中心摄,True,True,True,1,1,1,0.999594,1,2,凶手被抓捕归案钟欣涉 || 凶手被抓捕归案钟欣摄 || 凶手被抓捕归案钟欣社 || 凶手被抓捕归案 || 凶手被抓捕归案中心社 || 凶手被抓捕归案中心射
779,779,covo_lost_base_hotword,奇高市,多年来保持奇高市占率的老板电器,多年来保持奇高市战略的老板电器,多年来保持其高市占率的老板电器,True,True,True,1,1,1,0.999907,2,1,多年来保持奇高市战略的老板电器 || 多年来保持奇高市战略的老板惦记 || 多年来保持奇高市战略的老版电器 || 多年来保持其高市战略的老板 || 多年来保持齐高市战略的老板电器 || 多年来保持其高市战略的老板电器
805,805,kws_context_missing,董某,用右脚踢向董某左腹部,用右脚踢向东北左腹部,用右脚踢向东北左腹部,False,False,False,,,,,2,2,用右脚踢向东北左腹部 || 用右脚踢向东眉左腹部 || 用右脚踢向东美左腹部 || 用右脚踢向东莓左腹部 || 用右脚踢向东梅左腹部 || 用右脚踢向东没左腹部
